1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
43732.024511025666,33472.648979719546,31626.04562936238,33080.55346650195,21865.077318022482,26193.288848345546,33034.68574128375,27452.81162456413,23934.704032583388,24337.3659560276,25881.239839752187,38322.33889932374,44726.487532553045,34719.94030832269,56551.979828019554,39761.840123029375,34079.30411640118,41149.920490862336,41326.59289778883,22594.39290186518,20009.61048567233,41333.894795504944,28601.120202129656,35039.84632319943,36560.05191794093,55706.96228206956,67730.73269074378,36570.22634192575,53051.4924865004,31303.669602147,65047.17678950419,54928.37001942823,36014.77220576854,46087.03016261016,75960.1939284914,33334.2869841681,75119.57272721756,88863.81453502922,46824.73742591177,42678.94231960951,95285.15898198193,80525.94689242219,97731.13764430894,1361490.6523524593,148146.87177875527,108749.50376056542,2706993.5436739135,136331.6120387666,162109.03809265647,179620.4541160425,10640.335947265805,116335.03495398005,150945.9205540263,62117.97603023965,32182.42450915325,14837.78834775788,304342.1967411609,136708.6127766643,420637.60842566687,961279.103408126,2716088.002990979,82605.36109600605,131942.05387335134,134429.17173065516,293795.34414622793,39021.41027375028,153424.26972300268,1196278.4632777108,115408.12763384268,256010.24068229375
