0,1,2,3,4,5,6,7,8,9,10
inf,3251.079257216387,1968.655141092734,1529.1214329517625,651.5781533449261,609.0372583351475,608.700471408169,432.00504121678324,487.19733839771925,291.01880140798244,244.49696955501145
