1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
0.93731768723748,0.9362023505888096,0.9320303338698835,0.9278452214748952,0.9315198647426404,0.9307019491893941,0.9274797437407806,0.9322919751046231,0.9374292810572161,0.9343231591564674,0.9335392573187347,0.927343154336868,0.9351688607083438,0.9296523981647988,0.934808109302423,0.9341999712502856,0.9283575685660135,0.9280199657052369,0.9382826517246189,0.9239541554594906,0.9386876231207474,0.9316962105480449,0.9365967325872153,0.943571194817387,0.9313259238661444,0.9358959929691936,0.9345433055635006,0.9358700028652187,0.92648342899106,0.9212824269563309,0.9374337235499545,0.9240293771519323,0.9289605349814903,0.9188780222715269,0.9314195898026131,0.9266947911812519,0.9283881110238692,0.9416247156855649,0.9190597512133988,0.9249234548098766,0.9317127213297075,0.9253662128829964,0.9272556379843638,0.9285354017905055,0.9269984046845935,0.9288824702378351,0.9267261339610946,0.9201020345778583,0.9311927839908273,0.9207483076988133,0.9282954457397796,0.9289198693493639,0.92150692103701,0.9279068473662412,0.9120441531106885,0.9157623453662315,0.927441047619144,0.9230508985729581,0.930894271297126,0.9242130468030844,0.9272063033020096,0.918134644703586,0.9343655072628855,0.9345812855457207,0.9218884871636291,0.9297314708292521,0.9226370515800704,0.9332590480767468,0.9316121345600586,0.9275292840255515
