0,1,2,3,4,5,6,7,8,9,10
inf,1.0236176664456533,1.0002032979138913,0.9353195555737409,1.2444924935598536,46.86405324705884,0.9999791396145943,0.994175995052756,1.2349120100729158,1.0144429786251112,0.9350175276286813
