1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
6690.4355,6495.116,6424.1997,6053.208,6463.278,6762.837,6902.3457,7210.6406,6970.7354,9179.639,7157.942,6854.7715,8638.322,10397.542,9417.684,8359.179,11255.888,9309.241,9629.446,9328.346,9432.962,12391.05,10641.344,12368.613,13885.258,11773.405,12724.467,13986.45,11497.821,14058.562,13162.173,13552.648,12697.23,11524.126,12290.635,10181.246,12280.036,11583.425,11497.511,13346.951,10211.317,9984.278,10557.537,11974.859,12033.778,10260.602,11490.657,11547.735,12938.987,11822.442,11898.386,12110.922,10453.983,10293.676,10613.337,11248.414,12253.663,10638.169,9746.16,11842.033,10821.073,10087.148,10100.141,11068.057,11365.265,10214.974,9639.115,12433.515,10777.98,10271.293
