1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
28234.049,8756.336,3196.148,1139.0927,1797.8589,2918.4705,1316.5679,863.5873,1115.0618,809.5723,779.4454,1092.2083,837.5853,950.3581,1025.9114,1133.9584,1305.6753,1282.0397,1368.4188,1358.1821,1488.0769,1776.0596,1794.616,1787.9624,1975.9191,2098.8877,2141.8643,2713.8762,2777.801,2743.4316,2791.3445,3049.7676,3085.616,3703.7603,3446.7378,3979.9563,4003.2363,4442.532,4441.6094,4477.5864,4824.152,4650.1045,6336.6377,5509.878,5524.2334,6432.445,6678.68,5950.72,8132.172,6713.0356,7759.289,8488.049,7600.304,7993.0195,10045.968,9907.404,10073.278,8905.084,10982.149,12233.613,9930.094,11538.622,11035.453,11056.559,12906.196,10649.385,10042.145,13191.926,11819.078,10777.265,10917.05,11508.069,10851.15,10567.53,11332.428,10244.194,10477.2705,8922.092,9529.849,8562.407,8259.671,8325.457,7588.2104,7673.3994,7589.2065,7256.663,7425.5073,7367.2373,7335.554,6945.577,7388.4146,7076.6953,7231.4004,7656.469,7288.773,7255.6626,8032.0874,7371.505,8197.597,7147.013
