0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
inf,32427.037,16534.707,11609.22,6387.894,5619.8545,5950.448,6851.556,5556.6616,4243.4336,4205.0894,4964.8994,3961.2085,3946.868,3042.354,4058.1975,3286.6072,3708.6572,3023.339,2856.1755,3253.7122,2948.736,2589.5906,3174.3396,2686.8494,2707.2454,2770.3613,2242.6082,3056.6902,2880.7805,2141.6707,2360.1665,2483.8389,3041.2617,2774.8657,2804.9128,2290.0195,2378.6907,2665.1404,2645.8296,2225.0583,2253.3823,2778.0803,2242.2483,2595.3884,2803.9397,1990.5708,2283.8132,2334.3962,2269.386,2216.7068,2035.5497,2169.5486,1929.6405,2406.984,2234.3281,2483.7925,2057.0166,2433.859,2119.9407,1962.292,2387.8708,2334.462,2460.6687,2209.823,1726.519,1630.6722,1907.7449,1906.3196,1689.4502,2106.386,1570.0017,1834.0653,1646.0879,1550.6301,1902.7438,2249.5671,1918.1025,1947.988,1822.5571,1883.5084,1641.1279,1846.0486,1701.6099,2318.4949,2016.5188,1939.2246,2022.2505,1825.0581,1749.0275,1906.7805,1753.9856,1896.0896,1945.0542,2096.1953,1969.0466,1537.7344,1617.4872,1813.011,1790.7871,1945.8073
