1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
6741.9287,6945.519,6324.2896,5978.824,5976.4077,7564.647,7909.232,7208.499,6275.743,6389.8354,12635.652,10336.642,10064.794,6448.252,6328.778,10593.106,7945.654,7788.3413,21251.066,10145.953,10928.225,16861.441,10865.866,17281.781,13164.249,19802.934,8903.602,6957.7437,10488.226,16017.917,13691.992,10706.008,9832.98,14006.719,7636.6294,15136.917,13241.563,11372.36,9221.9375,11203.168,11633.008,13534.991,10273.89,10515.601,12149.85,11488.948,6677.649,14122.977,12456.201,10653.377,11888.8,10593.283,9657.939,12246.446,11009.54,11058.021,12699.022,9805.259,13694.957,10573.626,11008.441,14522.673,9674.9375,9270.059,12080.304,9491.103,10819.659,10167.581,13026.018,12123.814
