0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109
inf,1188435.2,396228.47,35958.727,190.86295,139326.58,2342205.5,13553.318,44523.97,274496.22,53702.227,76159.65,92392.305,109852.64,24711.455,2148.9548,367743.38,50540.89,7417.472,4621.849,580490.6,35708.36,109535.1,9375.814,238006.95,41134.34,9518.455,1733.3628,972609.7,4183.5776,5020.5723,79.81488,28298.604,49418.99,1864.7693,2816.0403,12737.812,13359.087,270395.34,5064.221,9901.199,1412.6532,4134.7266,13786.713,1255.5854,21510.781,13549.93,27203.783,34774.305,14685.737,210169.23,139154.64,28776.172,8117.653,1415.3192,15262.765,35169.39,301121.56,9751.611,454.5983,8693.371,5034.129,46158.797,19949.654,6288.2393,14644.957,2563.2678,1523.2356,4732.297,22123.246,17854.365,34349.195,264202.5,1159.2742,68314.86,209892.06,1603.154,317539.53,5486.8994,54547.387,138374.67,48930.574,13594.327,117575.305,3454.5957,715079.8,3874.6538,770.59625,10540.088,19797.637,7269.8335,97306.84,53836.895,37276.223,10780.959,5829.6416,528465.44,9193.697,3925.7188,84191.47,32124.543,1498424.2,11750.351,159.27231,8997.264,30289.15,11117.011,18337.26,58650.047,4565.8867
