1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
949.8868881366519,401.5897782118315,421.6702999951417,503.01963919172033,346.93359690604086,1087.665988381331,1544.4594634163388,673.8931987186617,646.0632212617752,426.31216325987816,354.2087904401628,1042.062429496295,593.823723997005,1281.9346092475625,841.5054931225923,810.7992160096903,797.1207725840284,1915.271046105581,1261.5123694035294,1408.4137778856982,1127.4954184160026,2433.6004993894785,1923.933795696382,2549.736717059868,1663.7111686540097,2633.381558149566,2438.4362186350836,2118.7686874026995,2575.093757648098,2534.784404010453,2949.234355671568,1784.9728270931512,2734.364586604689,4801.115628070841,2681.9656384622244,3236.185170268998,2705.502049204036,5861.458488592946,2473.7060589350654,5476.344004339561,6748.145156892587,5411.607515410107,3067.17666862517,2458.3103092911447,3801.4011536093776,4910.314260444124,3793.85368206946,9190.741021612106,5037.598410436161,6263.224665061753,4179.147385356168,4836.6280020465665,9029.700372077601,6488.821789539811,8904.532255873733,8592.57024926776,9142.156667225798,8673.318754549005,11297.066570294677,14277.628663664005,15024.196200686265,8227.344163895856,19381.93060361245,11107.67617834061,9014.932946762685,14343.894047823813,15985.336836570714,10210.446505335098,10897.19068611046,10078.081386525731,10660.78691873303,16402.26827107859,13894.071643417734,10541.869520712782,12095.753980228814,11660.116066154793,20188.586614755288,11243.92479193383,19430.851391332115,20727.972029352342,17385.78470548755,20896.30873420958,15436.965747272136,18087.128471823573,22190.487580064488,27766.395115938743,12063.349643437847,21459.036281675137,35046.49281675116,30160.93908814377,24897.05545064694,29887.651516308353,23719.83466311908,23499.20404774298,19970.6413628439,20946.557653464653,35391.386680547526,25778.61781996872,21158.571138376996,29809.180106821754
