0,1,2,3,4,5,6,7,8,9,10
inf,2395.7721188530954,1225.9249713656473,661.336510035211,715.78314134563,516.9120401954414,613.4298531654637,575.9412281796116,522.7339149039739,295.49160040070814,342.2729426610933
