0,1,2,3,4,5,6,7,8,9,10
inf,3899.2739873000482,1422.8507576048473,874.4165454606534,800.0773123256009,558.4998482433286,553.6585603104816,523.568806192727,385.05865214018047,362.28221286369444,302.98568212561617
