1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
1919.1907,388.3065,256.1551,61.649635,7.572979,25.64163,32.42282,42.561253,27.973139,24.196877,32.86533,26.765268,27.233746,30.477512,22.12389,30.300241,36.418728,31.24168,48.875076,45.58297,38.57487,45.870163,44.28681,56.98136,54.751682,57.527466,63.554516,67.737755,64.487564,70.877304,75.68399,63.585983,65.21264,76.802155,88.304115,94.87571,74.08164,99.227394,76.167366,86.537254,84.20604,84.78237,78.02349,66.78095,74.34327,83.27084,104.03833,67.199165,70.84379,103.26837,66.3867,97.663925,99.29183,55.333576,81.92945,103.73416,60.42476,93.64542,70.702576,72.5688,114.921196,79.74312,88.970406,87.79392,68.199356,69.425735,65.90432,71.062775,100.92537,81.68213,78.1523,78.53196,74.68658,97.9311,66.62712,79.10169,83.58844,80.40515,64.243675,61.118046,84.81673,96.11405,73.87491,68.43892,74.60437,74.702484,75.7641,80.04317,77.29349,85.237755,66.15189,70.99063,81.31838,95.44888,86.14757,77.73015,73.263435,71.20899,64.96747,88.04962
